,Label
14491,0
32901,1
12863,0
9817,0
6188,0
35822,1
15270,0
8272,0
36789,1
27888,1
32782,1
16579,0
23834,1
35776,1
35864,1
31052,1
27008,1
10754,0
15134,0
13101,0
5450,0
23697,1
17645,0
39882,1
3891,0
11907,0
2061,0
23814,1
5406,0
15858,0
8850,0
23764,1
34692,1
21105,1
33528,1
10661,0
11429,0
2550,0
14022,0
1925,0
24990,1
11815,0
32054,1
15679,0
13849,0
2339,0
15122,0
23695,1
29466,1
5720,0
22384,1
10195,0
26054,1
38714,1
6670,0
32340,1
27505,1
9425,0
34131,1
1199,0
9598,0
2198,0
9577,0
17914,0
40280,1
13019,0
37594,1
21681,1
5004,0
23206,1
5623,0
7228,0
1315,0
3022,0
14904,0
40683,1
37653,1
8894,0
19286,0
36607,1
35768,1
37442,1
37402,1
13843,0
35264,1
14029,0
4080,0
30070,1
30379,1
1892,0
37900,1
20450,0
31759,1
9057,0
3099,0
11103,0
6515,0
40593,1
31105,1
849,0
17166,0
11561,0
13950,0
14802,0
23733,1
2187,0
15613,0
32088,1
37902,1
33332,1
9791,0
10327,0
34613,1
39668,1
1005,0
20598,0
19001,0
29903,1
16470,0
31627,1
1512,0
18882,0
31047,1
1386,0
26619,1
14589,0
32060,1
22485,1
10126,0
26722,1
13779,0
30717,1
23643,1
33570,1
34194,1
36445,1
19800,0
4469,0
37866,1
27248,1
16918,0
13321,0
16248,0
8429,0
11738,0
8782,0
10848,0
26524,1
38068,1
18985,0
31873,1
21026,1
26571,1
19119,0
7428,0
2071,0
11128,0
9283,0
16049,0
6233,0
18362,0
11552,0
7509,0
1586,0
6333,0
74,0
31957,1
23579,1
13653,0
9515,0
40520,1
106,0
16620,0
2882,0
28115,1
30997,1
24104,1
31736,1
23586,1
22571,1
16288,0
17301,0
37584,1
17344,0
1469,0
15514,0
37574,1
9979,0
1789,0
11086,0
34955,1
12160,0
13602,0
2688,0
20031,0
10266,0
16951,0
32095,1
14369,0
17616,0
38743,1
35601,1
19348,0
18639,0
11732,0
17478,0
31117,1
35320,1
7616,0
22366,1
22402,1
3963,0
36790,1
13142,0
14648,0
9879,0
15461,0
35416,1
36186,1
2763,0
17829,0
1051,0
32324,1
17291,0
29752,1
14875,0
2841,0
10229,0
15204,0
29369,1
537,0
31404,1
14581,0
15101,0
16034,0
15454,0
26911,1
40719,1
1528,0
1272,0
22362,1
11672,0
17535,0
38596,1
33978,1
4521,0
81,0
23755,1
38980,1
16781,0
36511,1
16541,0
35384,1
5709,0
37215,1
6484,0
11803,0
1173,0
31187,1
20954,0
33606,1
14792,0
19228,0
27904,1
20557,0
31208,1
5569,0
4249,0
8017,0
2063,0
18091,0
13707,0
22634,1
4596,0
7290,0
11129,0
14191,0
1026,0
30309,1
12011,0
29160,1
31503,1
29388,1
4587,0
10943,0
24063,1
3474,0
2363,0
37416,1
29936,1
5003,0
13982,0
10763,0
40786,1
27908,1
39698,1
39069,1
11044,0
20219,0
9073,0
14261,0
20748,0
20716,0
32487,1
40231,1
6947,0
25367,1
7468,0
20715,0
15986,0
11523,0
22617,1
31057,1
26578,1
