,Label
5679,0
2802,0
943,0
11302,1
2718,0
714,0
11431,1
12114,1
5876,0
7059,1
5180,0
10895,1
7648,1
10787,1
5649,0
9470,1
10438,1
11925,1
181,0
7693,1
5885,0
8764,1
12955,1
2676,0
9145,1
9068,1
3581,0
9600,1
5861,0
7287,1
2012,0
12274,1
1675,0
10279,1
8651,1
7569,1
10350,1
10923,1
1955,0
9878,1
5203,0
12705,1
7629,1
5815,0
5438,0
9721,1
7153,1
8287,1
9744,1
9196,1
1216,0
7481,1
688,0
11753,1
2456,0
11455,1
9679,1
9184,1
11428,1
12821,1
9236,1
7201,1
443,0
2580,0
498,0
11489,1
6137,0
8744,1
9357,1
10929,1
4220,0
11181,1
8681,1
2949,0
255,0
1560,0
3579,0
1845,0
12485,1
7421,1
8794,1
10739,1
927,0
1144,0
10419,1
5308,0
12800,1
1944,0
1089,0
7868,1
5762,0
4420,0
7225,1
10655,1
1708,0
1183,0
1596,0
543,0
12621,1
5620,0
6605,1
4768,0
8248,1
9627,1
11625,1
11270,1
12989,1
6946,1
11747,1
11556,1
4388,0
1855,0
7759,1
9636,1
7197,1
1221,0
6971,1
5622,0
2353,0
10957,1
8998,1
2482,0
7314,1
5633,0
11888,1
2373,0
10180,1
7176,1
5662,0
8647,1
9274,1
11352,1
1044,0
5938,0
6791,1
8818,1
11044,1
4126,0
9081,1
6102,0
12506,1
8542,1
12744,1
4040,0
1449,0
4871,0
8883,1
8224,1
5005,0
9901,1
9448,1
204,0
7442,1
8594,1
11737,1
4394,0
9220,1
12881,1
12465,1
618,0
1368,0
4435,0
3616,0
4217,0
3657,0
11823,1
450,0
4547,0
1093,0
11799,1
12390,1
4878,0
8321,1
3792,0
8953,1
160,0
12405,1
6759,1
1473,0
2297,0
7749,1
11057,1
5535,0
3803,0
8128,1
7423,1
2364,0
5952,0
3869,0
8066,1
8376,1
1451,0
5196,0
5048,0
11513,1
11559,1
8495,1
4573,0
8489,1
1404,0
5629,0
12575,1
10394,1
7839,1
12389,1
5625,0
3993,0
5025,0
5503,0
3019,0
7456,1
12947,1
7890,1
1076,0
4681,0
2912,0
1986,0
6135,0
484,0
4278,0
1693,0
5942,0
5204,0
6334,1
7316,1
2803,0
3684,0
10358,1
957,0
12637,1
454,0
865,0
6648,1
6608,1
5434,0
2307,0
7385,1
2697,0
9055,1
7313,1
2405,0
12711,1
9124,1
9037,1
4038,0
12864,1
3323,0
7299,1
1248,0
4309,0
1611,0
7369,1
1007,0
6242,0
6905,1
9173,1
5167,0
11623,1
78,0
4374,0
12544,1
1458,0
9327,1
1561,0
4221,0
9816,1
1154,0
10192,1
11873,1
2856,0
2360,0
4992,0
852,0
5460,0
1075,0
9607,1
1668,0
5884,0
3161,0
10597,1
7081,1
1629,0
5111,0
10613,1
1339,0
10307,1
8806,1
4155,0
7047,1
4954,0
7659,1
12634,1
6424,1
3202,0
595,0
8390,1
3615,0
10601,1
954,0
12584,1
8562,1
1842,0
5161,0
9808,1
1444,0
9928,1
10778,1
11452,1
6909,1
3885,0
2100,0
10508,1
1550,0
3003,0
9863,1
3420,0
1882,0
7257,1
7407,1
3073,0
11967,1
6783,1
1897,0
8250,1
9917,1
3047,0
842,0
1765,0
1356,0
5914,0
8232,1
9866,1
6602,1
11923,1
7615,1
11584,1
10946,1
3797,0
4311,0
2473,0
439,0
10829,1
7396,1
7132,1
6548,1
4909,0
11142,1
11424,1
9587,1
518,0
1819,0
11563,1
3787,0
2505,0
9671,1
649,0
11761,1
12606,1
12842,1
4048,0
10030,1
5890,0
3920,0
7735,1
8272,1
3685,0
7387,1
4601,0
6371,1
9888,1
11741,1
1887,0
11387,1
5882,0
511,0
12655,1
384,0
519,0
903,0
1720,0
8253,1
5243,0
11983,1
3938,0
9317,1
4581,0
5489,0
9456,1
10900,1
7580,1
