,Label
5526,1
4113,0
9850,1
5984,1
7410,1
3244,0
8677,1
264,0
1978,0
7333,1
3565,0
2036,0
6292,1
9161,1
7534,1
9895,1
8261,1
9261,1
418,0
1135,0
7799,1
2670,0
246,0
4178,0
5257,1
6476,1
8775,1
9576,1
7806,1
2986,0
2373,0
416,0
8147,1
5111,1
6686,1
9933,1
7830,1
2880,0
7183,1
4060,0
7584,1
3029,0
4425,0
5099,1
1580,0
8936,1
2764,0
9176,1
366,0
4261,0
3240,0
9216,1
9845,1
8198,1
6903,1
5316,1
8554,1
2693,0
1811,0
6850,1
9760,1
8617,1
7090,1
2859,0
5842,1
7802,1
8970,1
9408,1
4609,0
7374,1
2225,0
9870,1
2439,0
7482,1
9006,1
2708,0
9909,1
292,0
5936,1
5408,1
6475,1
3011,0
1824,0
9737,1
8163,1
2950,0
6249,1
1959,0
1471,0
7660,1
9184,1
98,0
4045,0
7404,1
7981,1
1229,0
8688,1
3762,0
9545,1
4243,0
6783,1
4083,0
4102,0
2667,0
5630,1
9896,1
5313,1
1832,0
3738,0
1265,0
2891,0
1910,0
6723,1
2912,0
1470,0
2318,0
9648,1
3934,0
2604,0
175,0
303,0
9633,1
9479,1
5827,1
2415,0
5112,1
501,0
1460,0
4582,0
3408,0
3047,0
4995,0
6878,1
3823,0
3688,0
8974,1
101,0
155,0
6244,1
5778,1
346,0
1085,0
9605,1
3478,0
55,0
7586,1
6872,1
4514,0
3184,0
8813,1
3538,0
509,0
3753,0
3522,0
7490,1
622,0
100,0
4625,0
1153,0
5393,1
9520,1
4344,0
549,0
7459,1
9544,1
3540,0
3355,0
6798,1
6849,1
6255,1
5178,1
9627,1
5035,1
1425,0
6959,1
1348,0
9877,1
8678,1
8540,1
5652,1
8083,1
5379,1
9958,1
8503,1
7384,1
9528,1
565,0
6873,1
1291,0
580,0
7335,1
8446,1
5725,1
7407,1
6944,1
2961,0
3470,0
7213,1
5852,1
9476,1
6657,1
9610,1
6283,1
7120,1
3798,0
93,0
956,0
526,0
8968,1
1943,0
2416,0
5663,1
1432,0
5016,1
4339,0
969,0
7463,1
3415,0
4125,0
5291,1
1575,0
629,0
1665,0
56,0
1075,0
2211,0
4481,0
7641,1
1109,0
7024,1
4085,0
6497,1
4482,0
6220,1
528,0
2577,0
7184,1
4791,0
6568,1
7737,1
6558,1
6790,1
6065,1
1861,0
2943,0
7203,1
1695,0
2915,0
8309,1
3944,0
5097,1
211,0
1147,0
470,0
2858,0
9978,1
9306,1
7446,1
3975,0
9764,1
2268,0
9237,1
4862,0
7324,1
7768,1
3377,0
6073,1
5081,1
3123,0
6538,1
508,0
8992,1
6203,1
4468,0
2256,0
9929,1
9241,1
3348,0
8491,1
8578,1
4884,0
1939,0
5146,1
88,0
6339,1
8337,1
9595,1
9856,1
4911,0
4323,0
877,0
853,0
5480,1
3860,0
651,0
2424,0
2841,0
7121,1
9053,1
4114,0
844,0
4517,0
5110,1
6787,1
7005,1
5801,1
1626,0
2770,0
4974,0
6788,1
6864,1
1093,0
7289,1
6409,1
8197,1
6240,1
7722,1
4940,0
6584,1
5098,1
5332,1
363,0
309,0
3629,0
6729,1
2461,0
389,0
7850,1
9862,1
8890,1
7835,1
9836,1
2882,0
6125,1
3581,0
3059,0
4372,0
3417,0
6270,1
7232,1
7808,1
1904,0
1511,0
1118,0
1518,0
232,0
1731,0
4861,0
1111,0
6673,1
4321,0
770,0
8886,1
7716,1
4089,0
8371,1
6223,1
2308,0
6799,1
7494,1
5213,1
2282,0
166,0
865,0
7339,1
1821,0
7441,1
2006,0
4266,0
5566,1
9058,1
1032,0
5583,1
2914,0
3254,0
9404,1
9288,1
7372,1
140,0
445,0
8236,1
3132,0
9678,1
9227,1
7153,1
5802,1
9960,1
2135,0
4136,0
6971,1
8720,1
7752,1
6224,1
2490,0
9822,1
2105,0
736,0
3941,0
7970,1
1893,0
6978,1
3637,0
5268,1
8393,1
8777,1
1025,0
3233,0
4137,0
573,0
614,0
5452,1
3792,0
1469,0
6457,1
1516,0
1568,0
7612,1
5934,1
7283,1
8593,1
2208,0
8515,1
115,0
6658,1
8774,1
4557,0
222,0
5136,1
8441,1
8011,1
9653,1
3274,0
9569,1
4677,0
6892,1
9606,1
4828,0
4461,0
1437,0
6142,1
8458,1
3564,0
932,0
3310,0
6245,1
7173,1
8933,1
9953,1
5860,1
894,0
4849,0
8199,1
7460,1
7479,1
5850,1
9092,1
5355,1
4827,0
1372,0
2020,0
661,0
6358,1
9890,1
5754,1
9787,1
7735,1
4904,0
7294,1
2582,0
1034,0
2900,0
2196,0
1885,0
9242,1
237,0
3765,0
895,0
9091,1
9908,1
9268,1
5248,1
4252,0
8057,1
4921,0
347,0
8143,1
4555,0
159,0
5938,1
8294,1
7898,1
8637,1
2989,0
4929,0
2297,0
6470,1
5918,1
1107,0
5928,1
7673,1
8883,1
3179,0
4088,0
9652,1
78,0
6324,1
2664,0
1119,0
4094,0
3238,0
73,0
3982,0
9724,1
8523,1
8134,1
4262,0
1980,0
9401,1
1713,0
9568,1
5398,1
5289,1
3105,0
2213,0
7366,1
4506,0
2346,0
4093,0
3409,0
6793,1
1166,0
4811,0
5981,1
332,0
4465,0
2072,0
3175,0
7440,1
4404,0
3859,0
8893,1
379,0
3489,0
5704,1
3312,0
6823,1
1570,0
87,0
6168,1
7519,1
8573,1
561,0
7957,1
2392,0
4068,0
799,0
8009,1
9461,1
6137,1
7607,1
7097,1
8643,1
5629,1
1410,0
2395,0
2802,0
6429,1
3319,0
3803,0
1737,0
8641,1
6440,1
9155,1
2846,0
9144,1
6479,1
809,0
304,0
8521,1
4488,0
2309,0
3379,0
8227,1
9705,1
6428,1
5315,1
6498,1
2469,0
6209,1
7206,1
3698,0
662,0
2494,0
2665,0
4040,0
7032,1
4491,0
7246,1
1621,0
7299,1
9725,1
3614,0
5054,1
5420,1
4660,0
5072,1
9327,1
319,0
5266,1
7483,1
9572,1
1807,0
2483,0
1984,0
1136,0
497,0
5232,1
2410,0
9746,1
494,0
270,0
6546,1
7423,1
2656,0
3594,0
3772,0
536,0
1047,0
7069,1
4536,0
3400,0
3353,0
1157,0
7914,1
2326,0
9205,1
9519,1
7128,1
1677,0
7610,1
3597,0
9420,1
9733,1
1616,0
6362,1
6165,1
1774,0
5329,1
6707,1
5500,1
9740,1
7632,1
9468,1
6226,1
8132,1
8759,1
1101,0
9347,1
1875,0
6540,1
1395,0
2750,0
6809,1
5600,1
2608,0
5875,1
5877,1
1705,0
7116,1
5198,1
7145,1
7753,1
506,0
2576,0
8864,1
4591,0
8872,1
8550,1
5334,1
2076,0
7170,1
8242,1
7378,1
461,0
4760,0
479,0
7746,1
6532,1
5068,1
6597,1
4389,0
3324,0
3099,0
6916,1
7464,1
6932,1
7134,1
5983,1
5287,1
1842,0
7658,1
2660,0
6770,1
7156,1
3257,0
4709,0
2618,0
5278,1
981,0
1485,0
2551,0
8949,1
1371,0
9789,1
9973,1
3098,0
915,0
6305,1
4123,0
8177,1
7345,1
4270,0
1428,0
34,0
3880,0
1337,0
5919,1
1273,0
6824,1
8048,1
5363,1
4639,0
1260,0
7571,1
9951,1
6507,1
4438,0
3273,0
8623,1
5221,1
1235,0
2569,0
6608,1
3074,0
8296,1
812,0
4448,0
2471,0
324,0
1989,0
5724,1
2680,0
2607,0
289,0
777,0
4307,0
4674,0
7172,1
5764,1
6639,1
3202,0
988,0
5306,1
5561,1
3037,0
3786,0
7552,1
1704,0
5246,1
291,0
8741,1
2109,0
9769,1
8675,1
1884,0
7375,1
102,0
5149,1
7555,1
8053,1
431,0
3474,0
962,0
8594,1
2497,0
2081,0
3156,0
5933,1
3806,0
3752,0
7115,1
4209,0
198,0
6202,1
4473,0
5155,1
5695,1
7073,1
9607,1
7578,1
7492,1
204,0
2795,0
5711,1
3654,0
2284,0
1822,0
6108,1
7059,1
471,0
329,0
5812,1
5260,1
6258,1
5336,1
8870,1
4106,0
6093,1
547,0
9921,1
4200,0
4400,0
1027,0
4794,0
9864,1
8492,1
4148,0
3814,0
1307,0
8348,1
3065,0
6929,1
9078,1
3579,0
3776,0
3325,0
225,0
1341,0
3362,0
6261,1
4909,0
7915,1
1405,0
6374,1
9559,1
9154,1
6460,1
4340,0
893,0
7745,1
9287,1
4426,0
8447,1
1152,0
7650,1
8146,1
164,0
4855,0
6067,1
6045,1
5610,1
5013,1
8923,1
1020,0
6170,1
2495,0
334,0
342,0
9259,1
8680,1
456,0
5240,1
1721,0
9329,1
6692,1
4796,0
1251,0
2359,0
9993,1
6236,1
3211,0
1154,0
1595,0
5005,1
6355,1
5385,1
7127,1
2925,0
412,0
1298,0
2080,0
39,0
5599,1
8955,1
7539,1
4079,0
341,0
4961,0
7786,1
7592,1
4561,0
7929,1
7409,1
9923,1
6101,1
6649,1
1162,0
6989,1
2516,0
3619,0
8231,1
2112,0
7009,1
1844,0
432,0
6610,1
4610,0
7488,1
7196,1
8060,1
1349,0
313,0
197,0
5034,1
5546,1
3219,0
4432,0
5715,1
1216,0
2598,0
6322,1
6694,1
9575,1
7726,1
4957,0
8418,1
7543,1
3399,0
7992,1
876,0
511,0
8307,1
6573,1
5708,1
9290,1
4777,0
3930,0
8388,1
2648,0
3148,0
4810,0
6606,1
3605,0
8697,1
6888,1
4414,0
2456,0
2478,0
5732,1
5922,1
6883,1
8023,1
5820,1
9413,1
9980,1
4923,0
6510,1
2086,0
353,0
4966,0
2216,0
1538,0
2864,0
1594,0
9278,1
9448,1
8073,1
2016,0
9453,1
2173,0
4215,0
942,0
7486,1
8844,1
5907,1
8206,1
2001,0
4510,0
2457,0
6874,1
8448,1
5303,1
9946,1
7588,1
9087,1
7968,1
6782,1
6453,1
7952,1
1649,0
