,Label
10852,0
11216,0
12196,0
6802,1
9404,0
6702,1
6900,1
6360,1
7991,0
2151,1
8331,0
11209,0
6606,1
7030,1
3137,1
2856,1
8473,0
10202,0
4792,1
1006,1
7109,1
11529,0
5782,1
11031,0
8352,0
1179,1
2068,1
11508,0
3788,1
7557,1
173,1
10513,0
1340,1
6436,1
11393,0
4216,1
3537,1
4464,1
8477,0
3082,1
10415,0
11622,0
7917,0
11801,0
5096,1
942,1
2538,1
4968,1
4880,1
4321,1
3312,1
3174,1
9358,0
1542,1
11780,0
10492,0
2787,1
5247,1
12320,0
11333,0
348,1
1752,1
8719,0
3404,1
4545,1
8884,0
10130,0
1551,1
2754,1
7776,1
7224,1
4436,1
9360,0
8410,0
154,1
4888,1
9097,0
5335,1
10335,0
11033,0
5276,1
12302,0
9142,0
5813,1
6433,1
12095,0
7491,1
473,1
10890,0
2889,1
6424,1
2817,1
4489,1
6611,1
4877,1
8255,0
11400,0
833,1
2519,1
8871,0
4535,1
7175,1
1191,1
4089,1
7208,1
8645,0
11827,0
8525,0
11150,0
9113,0
2695,1
9930,0
12691,0
6043,1
10713,0
11050,0
1084,1
1345,1
4536,1
11089,0
6003,1
12401,0
4503,1
4699,1
5662,1
1454,1
4156,1
9821,0
11061,0
1867,1
1082,1
1592,1
1607,1
11728,0
12777,0
727,1
7420,1
7145,1
8634,0
6181,1
3139,1
1896,1
10041,0
4898,1
11575,0
1161,1
8698,0
2182,1
1856,1
7153,1
1819,1
11301,0
887,1
4202,1
3433,1
3677,1
3309,1
638,1
6960,1
9892,0
7129,1
7668,1
12236,0
11030,0
6655,1
463,1
7728,1
4136,1
10884,0
978,1
9,1
2183,1
6982,1
4522,1
9705,0
6736,1
2410,1
205,1
6871,1
8495,0
12432,0
9201,0
5089,1
3607,1
9425,0
12280,0
2426,1
4905,1
8091,0
7467,1
6455,1
12787,0
3136,1
5034,1
11583,0
8030,0
6873,1
10735,0
6075,1
4801,1
11846,0
9120,0
12658,0
9823,0
3340,1
1016,1
11539,0
5260,1
857,1
11359,0
397,1
3214,1
5474,1
3440,1
4475,1
4097,1
11256,0
7487,1
2361,1
11852,0
9152,0
1931,1
11423,0
984,1
10528,0
9451,0
2369,1
12510,0
6595,1
10001,0
11715,0
3248,1
2085,1
68,1
6326,1
4463,1
7250,1
2107,1
11610,0
9901,0
8096,0
7318,1
8405,0
11466,0
6861,1
10824,0
10136,0
7532,1
10574,0
2286,1
2565,1
1381,1
11281,0
6093,1
10238,0
5281,1
5743,1
3696,1
7264,1
6991,1
9115,0
7979,0
7470,1
10297,0
8220,0
12124,0
12637,0
6168,1
659,1
3287,1
11523,0
9378,0
8943,0
4184,1
11361,0
771,1
11895,0
4950,1
11257,0
5491,1
1962,1
4314,1
1781,1
5395,1
10573,0
7921,0
333,1
4579,1
6682,1
6343,1
8901,0
11024,0
5988,1
9096,0
11332,0
651,1
7438,1
2630,1
1778,1
6547,1
4672,1
2379,1
597,1
12121,0
8724,0
2803,1
3263,1
7320,1
12172,0
7554,1
693,1
1880,1
12094,0
7191,1
870,1
2857,1
7267,1
6942,1
4761,1
4062,1
9795,0
8067,0
3022,1
7079,1
7261,1
2157,1
8598,0
7886,0
1272,1
3983,1
12289,0
1389,1
9162,0
1482,1
5417,1
6366,1
9348,0
682,1
11335,0
5620,1
1051,1
10262,0
9535,0
12139,0
9640,0
8816,0
2744,1
2093,1
663,1
11656,0
7426,1
8742,0
12384,0
10865,0
10274,0
12429,0
2915,1
197,1
10851,0
1407,1
11823,0
293,1
11898,0
3039,1
12728,0
9553,0
3665,1
1562,1
10755,0
11391,0
3344,1
9938,0
6353,1
12659,0
9830,0
3322,1
9431,0
11863,0
6129,1
901,1
12188,0
11709,0
8516,0
6836,1
949,1
6990,1
2397,1
3679,1
6993,1
2891,1
10498,0
11396,0
7496,1
7474,1
26,1
10504,0
8992,0
2132,1
3533,1
10045,0
2253,1
1821,1
5774,1
8894,0
8132,0
1038,1
8810,0
1741,1
8408,0
10294,0
1412,1
9917,0
12255,0
9066,0
12325,0
6178,1
9562,0
6988,1
10387,0
6411,1
55,1
6952,1
4745,1
1691,1
6911,1
8515,0
2726,1
2613,1
8376,0
9497,0
12638,0
12537,0
6791,1
812,1
5699,1
3975,1
1083,1
145,1
2634,1
22,1
2212,1
11182,0
4270,1
6740,1
4235,1
4496,1
2761,1
9190,0
8212,0
9665,0
3528,1
12462,0
2621,1
518,1
2998,1
3889,1
2832,1
5224,1
2789,1
10563,0
1510,1
11905,0
8582,0
4179,1
1520,1
6383,1
507,1
6915,1
10467,0
7176,1
8530,0
8188,0
667,1
3156,1
5883,1
7390,1
4221,1
4295,1
4410,1
11235,0
5464,1
9449,0
7095,1
144,1
5217,1
4370,1
10974,0
8697,0
9275,0
8993,0
7711,1
11485,0
9639,0
4911,1
7919,0
4411,1
10899,0
8664,0
757,1
6213,1
3360,1
11833,0
4474,1
334,1
5099,1
9844,0
10314,0
12183,0
2209,1
9160,0
3939,1
5253,1
8105,0
6727,1
4242,1
5115,1
1906,1
9679,0
2004,1
3206,1
1447,1
6272,1
7021,1
731,1
11056,0
12590,0
4107,1
1554,1
11648,0
11331,0
10615,0
11585,0
11241,0
4949,1
1072,1
4100,1
5323,1
2409,1
5314,1
11537,0
9307,0
10224,0
3532,1
6251,1
3988,1
10830,0
6370,1
12625,0
8638,0
2011,1
5010,1
12631,0
5105,1
5015,1
217,1
10562,0
5522,1
3041,1
12296,0
10977,0
10092,0
11477,0
5696,1
6643,1
8965,0
9331,0
4944,1
12209,0
9251,0
11189,0
7183,1
10197,0
9462,0
5886,1
12762,0
6486,1
8548,0
10129,0
2431,1
10746,0
9614,0
418,1
7485,1
1012,1
5823,1
5834,1
4339,1
6518,1
7719,1
1096,1
2861,1
12679,0
12418,0
5072,1
2238,1
8715,0
5127,1
1273,1
11049,0
2892,1
9131,0
4524,1
9524,0
9034,0
3968,1
3120,1
2427,1
4334,1
6325,1
9649,0
8819,0
484,1
9565,0
6002,1
2208,1
9073,0
10720,0
3177,1
5079,1
5532,1
3806,1
1313,1
11732,0
3843,1
12089,0
11527,0
1617,1
8447,0
5777,1
7332,1
4945,1
5279,1
9925,0
12780,0
10740,0
1456,1
8952,0
10465,0
11812,0
10625,0
148,1
11749,0
6183,1
6807,1
5249,1
8479,0
5328,1
937,1
9200,0
3076,1
2554,1
12573,0
196,1
5227,1
5980,1
12719,0
11432,0
2396,1
6638,1
10583,0
10147,0
8593,0
3812,1
3969,1
9028,0
2188,1
4614,1
33,1
8167,0
6573,1
10476,0
10596,0
4363,1
9563,0
10074,0
6380,1
11591,0
10340,0
351,1
12763,0
5572,1
12372,0
307,1
5615,1
8793,0
4731,1
8357,0
12692,0
1920,1
510,1
9486,0
9369,0
3810,1
10432,0
12698,0
3573,1
9454,0
4920,1
5094,1
11763,0
6365,1
917,1
6539,1
3744,1
8076,0
3180,1
2372,1
4134,1
9851,0
3304,1
11248,0
4247,1
7874,0
1018,1
7856,0
2769,1
1402,1
5567,1
4607,1
11938,0
4834,1
9579,0
8536,0
7105,1
2054,1
5882,1
9298,0
11642,0
3245,1
4782,1
1853,1
5708,1
3165,1
9153,0
5561,1
3219,1
2939,1
3453,1
6755,1
6189,1
571,1
590,1
8117,0
8248,0
1373,1
11416,0
4032,1
4736,1
2062,1
12781,0
1770,1
9984,0
1934,1
2,1
7278,1
5242,1
12025,0
2159,1
7674,1
12103,0
6753,1
3336,1
7128,1
8945,0
2548,1
10367,0
6173,1
1478,1
9444,0
740,1
4652,1
12570,0
7372,1
922,1
8265,0
11205,0
2943,1
10767,0
508,1
4233,1
737,1
533,1
8527,0
5084,1
8318,0
2674,1
5611,1
10069,0
3548,1
6104,1
11052,0
8112,0
3579,1
10300,0
4254,1
1057,1
9234,0
10982,0
4312,1
4724,1
5537,1
1572,1
1584,1
3459,1
4190,1
10723,0
4072,1
8788,0
10013,0
2429,1
724,1
4780,1
9626,0
1834,1
7530,1
2662,1
6676,1
9128,0
2658,1
3727,1
5866,1
11382,0
7638,1
2483,1
2296,1
837,1
9879,0
9642,0
11073,0
5918,1
11507,0
8594,0
12517,0
8021,0
7410,1
10791,0
10996,0
1865,1
4933,1
4551,1
9992,0
11409,0
6273,1
10413,0
3531,1
2077,1
3470,1
7040,1
12283,0
525,1
8347,0
12610,0
9183,0
2699,1
11489,0
6904,1
4676,1
1595,1
1211,1
6364,1
8042,0
1801,1
6822,1
7994,0
6097,1
3249,1
7200,1
9667,0
9720,0
4769,1
11894,0
5388,1
8766,0
8003,0
8847,0
1129,1
12313,0
8136,0
4330,1
9064,0
840,1
2651,1
4121,1
10450,0
11904,0
5368,1
1881,1
4835,1
2776,1
9728,0
5191,1
10602,0
12745,0
76,1
6477,1
2694,1
7098,1
4711,1
1968,1
8596,0
7322,1
8533,0
4204,1
9903,0
3448,1
12270,0
7034,1
3774,1
10676,0
9645,0
5268,1
2458,1
10384,0
11745,0
10429,0
1248,1
4726,1
1107,1
3972,1
8235,0
12322,0
9351,0
10653,0
6908,1
7784,1
6277,1
7729,1
10019,0
6117,1
400,1
4036,1
4582,1
3644,1
4030,1
2201,1
3583,1
1938,1
8360,0
586,1
7418,1
5764,1
8618,0
10668,0
1727,1
1543,1
10024,0
5617,1
1886,1
9018,0
6800,1
5188,1
7084,1
3625,1
2463,1
1354,1
3395,1
6701,1
4740,1
601,1
10006,0
5865,1
12556,0
1723,1
7089,1
238,1
2588,1
1917,1
6339,1
6327,1
2604,1
1673,1
6648,1
6537,1
12167,0
12868,0
748,1
11076,0
5576,1
11783,0
8892,0
912,1
