iter	Passed	Remaining
0	64	64313
1	73	36583
2	82	27547
3	93	23249
4	104	20741
5	117	19384
6	125	17839
7	130	16139
8	144	15962
9	156	15492
10	166	14948
11	176	14548
12	188	14296
13	198	13995
14	208	13691
15	218	13443
16	230	13321
17	240	13101
18	250	12958
19	263	12889
20	275	12853
21	284	12632
22	298	12672
23	324	13198
24	334	13050
25	345	12932
26	356	12836
27	368	12797
28	380	12750
29	395	12789
30	409	12785
31	425	12883
32	439	12870
33	447	12714
34	458	12636
35	469	12570
36	478	12465
37	491	12443
38	501	12360
39	510	12245
40	528	12365
41	538	12293
42	553	12308
43	565	12288
44	576	12228
45	596	12377
46	605	12272
47	614	12186
48	621	12066
49	629	11958
50	637	11853
51	644	11754
52	652	11654
53	660	11578
54	670	11514
55	680	11467
56	690	11416
57	699	11353
58	708	11304
59	717	11240
60	729	11230
61	736	11149
62	750	11168
63	763	11172
64	775	11151
65	785	11120
66	796	11097
67	806	11058
68	817	11036
69	831	11051
70	845	11066
71	858	11068
72	867	11021
73	879	11008
74	890	10979
75	903	10985
76	913	10949
77	927	10965
78	942	10983
79	952	10958
80	964	10944
81	980	10982
82	992	10969
83	1003	10937
84	1014	10922
85	1025	10901
86	1041	10929
87	1054	10929
88	1068	10932
89	1085	10974
90	1099	10981
91	1111	10970
92	1129	11016
93	1139	10982
94	1149	10953
95	1160	10926
96	1168	10880
97	1177	10841
98	1188	10820
99	1210	10891
100	1219	10850
101	1234	10864
102	1245	10842
103	1255	10813
104	1278	10895
105	1290	10881
106	1300	10851
107	1312	10840
108	1321	10805
109	1336	10813
110	1371	10985
111	1382	10963
112	1395	10950
113	1398	10867
114	1411	10863
115	1421	10836
116	1435	10833
117	1449	10835
118	1462	10827
119	1475	10819
120	1490	10825
121	1502	10809
122	1512	10784
123	1521	10751
124	1533	10736
125	1542	10697
126	1552	10670
127	1562	10646
128	1571	10613
129	1584	10603
130	1596	10590
131	1604	10549
132	1613	10519
133	1623	10494
134	1635	10477
135	1645	10452
136	1655	10428
137	1676	10474
138	1686	10446
139	1691	10389
140	1703	10377
141	1713	10355
142	1726	10346
143	1737	10329
144	1746	10296
145	1767	10337
146	1777	10315
147	1786	10287
148	1796	10261
149	1810	10257
150	1818	10225
151	1822	10169
152	1832	10143
153	1843	10128
154	1857	10124
155	1867	10105
156	1872	10055
157	1884	10044
158	1894	10017
159	1904	9997
160	1912	9964
161	1922	9944
162	1936	9941
163	1945	9916
164	1955	9898
165	1969	9896
166	1983	9894
167	1996	9888
168	2006	9866
169	2015	9841
170	2036	9874
171	2045	9844
172	2055	9825
173	2063	9797
174	2073	9773
175	2083	9754
176	2100	9769
177	2124	9810
178	2146	9847
179	2160	9843
180	2172	9828
181	2203	9903
182	2219	9908
183	2229	9885
184	2231	9831
185	2239	9802
186	2247	9772
187	2255	9743
188	2263	9711
189	2272	9686
190	2280	9660
191	2289	9633
192	2301	9624
193	2310	9600
194	2330	9620
195	2346	9625
196	2362	9629
197	2370	9602
198	2391	9626
199	2412	9650
200	2422	9631
201	2434	9616
202	2449	9616
203	2453	9572
204	2462	9549
205	2471	9524
206	2488	9534
207	2523	9608
208	2546	9637
209	2550	9595
210	2558	9568
211	2569	9551
212	2577	9524
213	2588	9506
214	2598	9487
215	2607	9465
216	2615	9439
217	2627	9423
218	2638	9409
219	2649	9393
220	2657	9368
221	2665	9341
222	2673	9314
223	2681	9288
224	2689	9262
225	2700	9250
226	2705	9214
227	2715	9195
228	2730	9192
229	2734	9153
230	2743	9132
231	2759	9135
232	2775	9136
233	2791	9136
234	2803	9127
235	2821	9133
236	2832	9119
237	2838	9087
238	2850	9076
239	2866	9077
240	2887	9093
241	2902	9091
242	2906	9054
243	2923	9058
244	2934	9044
245	2947	9033
246	2964	9038
247	2985	9051
248	2998	9042
249	3013	9040
250	3024	9025
251	3036	9012
252	3050	9007
253	3067	9010
254	3079	8996
255	3094	8992
256	3097	8955
257	3115	8959
258	3129	8954
259	3143	8945
260	3156	8936
261	3166	8919
262	3181	8915
263	3192	8901
264	3209	8901
265	3226	8902
266	3236	8884
267	3246	8866
268	3343	9085
269	3387	9159
270	3396	9138
271	3432	9188
272	3464	9225
