iter	Logloss
0	0.46315762
1	0.3636600254
2	0.3220911305
3	0.2926204109
4	0.2802572445
5	0.2750469976
6	0.2736174914
7	0.2678146836
8	0.2646180012
9	0.2623324593
10	0.2569709514
11	0.2543171948
12	0.253367765
13	0.2514650062
14	0.2496514443
15	0.2490248456
16	0.2487796489
17	0.2473181358
18	0.2468811956
19	0.2467971978
20	0.2467569048
21	0.2465420903
22	0.2464196951
23	0.2461265151
24	0.2457997848
25	0.2455936625
26	0.2453961512
27	0.2453976405
28	0.2452671488
29	0.2448640297
30	0.244774562
31	0.2446883167
32	0.2443865257
33	0.2443319624
34	0.244177831
35	0.2441370506
36	0.2439388353
37	0.2439341236
38	0.243874659
39	0.2437988931
40	0.243727189
41	0.2436890082
42	0.2436280813
43	0.2436152461
44	0.243475331
45	0.2434753039
46	0.2433154319
47	0.2433148903
48	0.2432741912
49	0.2431426704
50	0.2431320285
51	0.2431024858
52	0.2430897588
53	0.2429627331
54	0.2429188929
55	0.2428767044
56	0.2426267961
57	0.2425954932
58	0.2425957098
59	0.2425396842
60	0.2424869351
61	0.2424839565
62	0.2424845251
63	0.2424828733
64	0.2423750734
65	0.242375263
66	0.2423264674
67	0.2423264674
68	0.2422801088
69	0.2422802171
70	0.2422785924
71	0.2422785924
72	0.2422782675
73	0.242278809
74	0.242278809
75	0.2422793506
76	0.2422788632
77	0.2422791881
78	0.2422787549
79	0.2422774822
80	0.2422774551
81	0.2422779425
82	0.2422779425
83	0.2422780508
84	0.2422157159
85	0.2422157701
86	0.2421740149
87	0.2421743398
88	0.2421710362
89	0.2421710362
90	0.2421710362
91	0.2421710362
92	0.2421710362
93	0.2421710362
94	0.2421710362
95	0.2421710362
96	0.2421710362
97	0.2421710362
98	0.2421710362
99	0.2421710362
100	0.2421710362
101	0.2421710362
102	0.2421710362
103	0.2421710362
104	0.2421710362
105	0.2421710362
106	0.2421710362
107	0.2421710362
108	0.2421710362
109	0.2421710362
110	0.2421710362
111	0.2421710362
112	0.2421370255
113	0.2421360507
114	0.2421367547
115	0.2421364298
116	0.242136863
117	0.2421363756
118	0.2421362673
