iter	Logloss
0	0.6867730487
1	0.6806033787
2	0.6746749406
3	0.6688955463
4	0.6633109024
5	0.6579057804
6	0.6526988703
7	0.6478724541
8	0.6432592469
9	0.6386758581
10	0.6342126026
11	0.6296856219
12	0.6252809715
13	0.6214734996
14	0.6175432222
15	0.6144052517
16	0.610499047
17	0.6067049793
18	0.6030559739
19	0.6000602939
20	0.5969484424
21	0.5938441719
22	0.5906690011
23	0.5876292106
24	0.5847984743
25	0.5820024762
26	0.5794248913
27	0.576906689
28	0.5743972859
29	0.5718912467
30	0.5695122958
31	0.567281636
32	0.5651098665
33	0.5632138226
34	0.5610944248
35	0.5593399188
36	0.557612237
37	0.5555256143
38	0.553681391
39	0.55185389
40	0.5504584029
41	0.5490423118
42	0.5476737558
43	0.5463229974
44	0.5445639085
45	0.5430114074
46	0.5417813058
47	0.5402998677
48	0.5389411175
49	0.5376181537
50	0.5362811415
51	0.5348282558
52	0.5335707171
53	0.5322299128
54	0.5311618202
55	0.5303857117
56	0.529210485
57	0.5282947089
58	0.5271032683
59	0.5260062435
60	0.5254680514
61	0.5244088033
62	0.5236374048
63	0.5228178875
64	0.5218661003
65	0.5209365827
66	0.5199885189
67	0.5190915205
68	0.5186210518
69	0.5179724498
70	0.5174573393
71	0.5166254686
72	0.5160756428
73	0.5153016668
74	0.5145980805
75	0.5137837429
76	0.513021785
77	0.5124371659
78	0.5120515884
79	0.5115088056
80	0.5109656053
81	0.5104972645
82	0.5099026036
83	0.5095126905
84	0.5091940018
85	0.5087932032
86	0.5083041879
87	0.5079525445
88	0.5074198882
89	0.5068631005
90	0.506264975
91	0.5058231308
92	0.5054242251
93	0.5049562234
94	0.5044242279
95	0.503943573
96	0.5036540031
97	0.5032042533
98	0.5028271438
99	0.5024112558
100	0.5019552603
101	0.5015150619
102	0.5010618325
103	0.5007397196
104	0.5003640886
105	0.4999442947
106	0.4996384977
107	0.4993100437
108	0.4988965275
109	0.4984654996
110	0.4981651239
111	0.4978119398
112	0.4974499939
113	0.497045742
114	0.4966935752
115	0.4963395565
116	0.4960893257
117	0.495782897
118	0.4955872594
119	0.4952819099
120	0.4950002503
121	0.4947290237
122	0.4944642196
123	0.4942630362
